id_espacio,id_fuente,tipo_espacio,nombre,descripcion,direccion,barrio,comuna,latitud,longitud,calidad_geo,dias_funcionamiento,horarios,productos,url_fuente,fecha_consulta,origen_dato,estado_datos,calidad_dato,requiere_validacion,motivo_validacion,limitaciones,observaciones,id_ubicacion
FIAB00120,F03,FIAB,Fiab 18,nan,"LAMARCA, EMILIO 2100, CABA",Villa del Parque,11,-34.6129375,-58.49365801,fuente_oficial,MARTES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U58D4D
FIAB00121,F03,FIAB,Fiab 18,nan,LONDRES y LIVERPOOL,Parque Chas,15,-34.58258973,-58.48090072,fuente_oficial,MIERCOLES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UF754E
FIAB00122,F03,FIAB,Fiab 18,nan,"BILBAO, FRANCISCO y LAUTARO",Flores,7,-34.63269988,-58.45619828,fuente_oficial,JUEVES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U68AA3
FIAB00123,F03,FIAB,Fiab 18,nan,"QUINQUELA MARTIN, BENITO 1940",Barracas,4,-34.64446014,-58.37642513,fuente_oficial,VIERNES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U43030
FIAB00124,F03,FIAB,Fiab 18,nan,"YERBAL y ARTIGAS, JOSE GERVASIO, GRAL.",Flores,7,-34.62797364,-58.46371741,fuente_oficial,SABADO,de 8:00 a 14hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UE1D30
FIAB00125,F03,FIAB,Fiab 18,nan,"YRIGOYEN, HIPOLITO AV. 4300",Almagro,5,-34.61502574,-58.42824986,fuente_oficial,DOMINGO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U9DDE8
FIAB00126,F03,FIAB,Fiab 19,nan,MEXICO 2600,Balvanera,3,-34.6169267,-58.40334848,fuente_oficial,MIERCOLES,de 8:00 a 14:00hs,"Frutihorticolas, especies y legumbres, granja y carnes, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UE1C49
FIAB00127,F03,FIAB,Fiab 19,nan,COCHABAMBA 900,Constitucion,1,-34.62360418,-58.37919423,fuente_oficial,JUEVES,de 8:00 a 14:00hs,"Frutihorticolas, especies y legumbres, granja y carnes, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U44491
FIAB00128,F03,FIAB,Fiab 19,nan,"MARMOL, JOSE 1800",Boedo,5,-34.63634742,-58.42171657,fuente_oficial,VIERNES,de 8:00 a 14:00hs,"Frutihorticolas, especies y legumbres, granja y carnes, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UE1659
FIAB00129,F03,FIAB,Fiab 19,nan,MEXICO 2600,Balvanera,3,-34.61676857,-58.40256897,fuente_oficial,SABADO,de 8:00 a 14:00hs,"Frutihorticolas, especies y legumbres, granja y carnes, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UE1C49
FIAB00130,F03,FIAB,Fiab 19,nan,COCHABAMBA 900,Constitucion,1,-34.62368262,-58.37921596,fuente_oficial,DOMINGO,de 8:00 a 14:00hs,"Frutihorticolas, especies y legumbres, granja y carnes, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U44491
FIAB00131,F03,FIAB,Fiab 20,nan,SARANDI 1400,San Cristobal,3,-34.62599274,-58.39331451,fuente_oficial,MARTES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UE315C
FIAB00132,F03,FIAB,Fiab 20,nan,"CAMET, FRANCISCO y ESCALADA AV., CABA",Villa Soldati,8,-34.67689616,-58.45327377,fuente_oficial,MIERCOLES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U00331
FIAB00133,F03,FIAB,Fiab 20,nan,SAN PEDRITO 1400,Flores,7,-34.6465437,-58.4566053,fuente_oficial,JUEVES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UD1D48
FIAB00134,F03,FIAB,Fiab 20,nan,PICHINCHA AV. 1700,Parque Patricios,4,-34.62971511,-58.39632792,fuente_oficial,VIERNES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UFC5BE
FIAB00135,F03,FIAB,Fiab 20,nan,CASTILLO 700,Villa Crespo,15,-34.59320055,-58.43625954,fuente_oficial,SABADO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UE2DC6
FIAB00136,F03,FIAB,Fiab 20,nan,YATAY y CORRIENTES AV.,Almagro,5,-34.60179252,-58.42842081,fuente_oficial,DOMINGO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UC62C3
FIAB00137,F03,FIAB,Fiab 21,nan,MERCEDES 1800,Monte Castro,10,-34.61822034,-58.49669538,fuente_oficial,MARTES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambre y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U044B3
FIAB00138,F03,FIAB,Fiab 21,nan,BOLIVAR y SAN JUAN AV.,San Telmo,1,-34.6213795,-58.37281871,fuente_oficial,JUEVES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambre y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UFCFC1
FIAB00139,F03,FIAB,Fiab 21,nan,LLAVALLOL 5200,Villa Devoto,11,-34.58586414,-58.51274889,fuente_oficial,VIERNES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambre y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UB3E71
FIAB00140,F03,FIAB,Fiab 21,nan,"BOULOGNE SUR MER y PERON, JUAN DOMINGO, TTE. GENERAL",Balvanera,3,-34.60728297,-58.40759597,fuente_oficial,SABADO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambre y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U6999D
FIAB00141,F03,FIAB,Fiab 21,nan,GUALEGUAYCHU 3200,Villa Devoto,11,-34.60549291,-58.50997833,fuente_oficial,DOMINGO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambre y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U89530
FIAB00142,F03,FIAB,Fiab 23,nan,"DE LA BARRA, EMMA 400",Puerto Madero,1,-34.60031501,-58.36342675,fuente_oficial,MIERCOLES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U1066E
FIAB00143,F03,FIAB,Fiab 23,nan,"GUTIERREZ, RICARDO y EMPEDRADO, CABA",Villa del Parque,11,-34.60098028,-58.48314348,fuente_oficial,JUEVES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U076CE
FIAB00144,F03,FIAB,Fiab 23,nan,CASTEX y CAVIA,Palermo,14,-34.5765396,-58.40719592,fuente_oficial,VIERNES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UE9544
FIAB00145,F03,FIAB,Fiab 23,nan,ARIAS 2800,Saavedra,12,-34.54374868,-58.47744552,fuente_oficial,SABADO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U6179A
FIAB00146,F03,FIAB,Fiab 23,nan,"VERA PEÑALOZA, ROSARIO 600",Puerto Madero,1,-34.61763445,-58.35888408,fuente_oficial,DOMINGO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U3CA15
FIAB00147,F03,FIAB,Fiab 24,nan,MOLIERE 2700,Villa Real,10,-34.61689974,-58.52578993,fuente_oficial,MARTES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U929D4
FIAB00148,F03,FIAB,Fiab 24,nan,LA RIOJA 100,Balvanera,3,-34.61105013,-58.40882475,fuente_oficial,MIERCOLES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UFF32F
FIAB00149,F03,FIAB,Fiab 24,nan,MOLIERE 2700,Villa Real,10,-34.61692685,-58.52567001,fuente_oficial,JUEVES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U929D4
FIAB00150,F03,FIAB,Fiab 24,nan,"MONASTERIO y CASEROS AV., CABA",Parque Patricios,4,-34.63659953,-58.39516303,fuente_oficial,VIERNES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U8D40F
FIAB00151,F03,FIAB,Fiab 24,nan,LA RIOJA 100,Balvanera,3,-34.61115828,-58.40877017,fuente_oficial,SABADO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UFF32F
FIAB00152,F03,FIAB,Fiab 24,nan,CERRITO 900,Retiro,1,-34.59740864,-58.38297729,fuente_oficial,DOMINGO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U2F9AF
FIAB00153,F03,FIAB,Fiab 25,nan,MANZANARES 2300,Nunez,13,-34.54718861,-58.4687362,fuente_oficial,MIERCOLES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UA904D
FIAB00154,F03,FIAB,Fiab 25,nan,"KENNEDY, JOHN FITZGERALD 2850",Palermo,14,-34.57581874,-58.41962241,fuente_oficial,JUEVES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U43FC1
FIAB00155,F03,FIAB,Fiab 25,nan,"BONIFACIO, JOSE y MITRE, EMILIO, CABA",Caballito,6,-34.6279471,-58.44194294,fuente_oficial,VIERNES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UC5817
FIAB00156,F03,FIAB,Fiab 25,nan,EL PROFETA DE LA PAMPA 4650,Parque Avellaneda,9,-34.6538654,-58.47765768,fuente_oficial,SABADO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U7FDDC
FIAB00157,F03,FIAB,Fiab 25,nan,MANZANARES 2300,Nunez,13,-34.54708495,-58.46846927,fuente_oficial,DOMINGO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UA904D
FIAB00158,F03,FIAB,Fiab 27,nan,CORRALES 801,Nueva Pompeya,4,-34.64631476,-58.42054488,fuente_oficial,JUEVES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U28FFD
FIAB00159,F03,FIAB,Fiab 27,nan,"HOMERO y FALCON, RAMON L.,CNEL., CABA",Villa Luro,10,-34.63871709,-58.49466724,fuente_oficial,VIERNES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U1FB57
FIAB00160,F03,FIAB,Fiab 27,nan,"ESTOMBA y UGARTE, MANUEL",Coghlan,12,-34.56385967,-58.47731061,fuente_oficial,DOMINGO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U84BD7
FIAB00161,F03,FIAB,Fiab 27,nan,"RAVIGNANI, EMILIO, DR. 2000",Palermo,14,-34.57892902,-58.43626752,fuente_oficial,SABADO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UCD026
FIAB00162,F03,FIAB,Fiab 27,nan,LOYOLA 1300,Chacarita,15,-34.58945189,-58.44183208,fuente_oficial,MARTES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U1C572
FIAB00163,F03,FIAB,Fiab 28,nan,"CANTILO y PACHECO DE MELO, JOSE ANDRES, CABA",Recoleta,2,-34.58852742,-58.39713777,fuente_oficial,MARTES,de 8:00 a 14:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UF3944
FIAB00164,F03,FIAB,Fiab 28,nan,"PARANA y ARENALES, CABA",Recoleta,2,-34.59393358,-58.38894046,fuente_oficial,JUEVES,de 8:00 a 16:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U84AE1
FIAB00165,F03,FIAB,Fiab 28,nan,"TERRADA 1500, CABA",Villa Santa Rita,11,-34.61537464,-58.4764703,fuente_oficial,VIERNES,de 8:00 a 14:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U7AA5A
FIAB00166,F03,FIAB,Fiab 28,nan,"CANTILO y PACHECO DE MELO, JOSE ANDRES, CABA",Recoleta,2,-34.58852742,-58.39728777,fuente_oficial,SABADO,de 8:00 a 14:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UF3944
FIAB00167,F03,FIAB,Fiab 29,nan,DE MAYO AV. y RIVADAVIA AV.,San Nicolas,1,-34.60943422,-58.38804728,fuente_oficial,DOMINGO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U59D35
FIAB00168,F03,FIAB,Fiab 29,nan,"ARREDONDO, VIRREY 3500, CABA",Colegiales,13,-34.57760987,-58.4590023,fuente_oficial,SABADO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U329D4
FIAB00169,F03,FIAB,Fiab 29,nan,GALLO 600,Almagro,5,-34.60215941,-58.41271519,fuente_oficial,VIERNES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U99A3B
FIAB00170,F03,FIAB,Fiab 29,nan,GALLO 600,Almagro,5,-34.60208279,-58.41272614,fuente_oficial,MIERCOLES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U99A3B
FIAB00171,F03,FIAB,Fiab 29,nan,"INDEPENDENCIA AV. 4200, CABA",Boedo,5,-34.62215605,-58.42593522,fuente_oficial,JUEVES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U88B89
FIAB00172,F03,FIAB,Fiab 7,nan,"HABANA 3000, CABA",Villa Pueyrredon,12,-34.59077096,-58.50127617,fuente_oficial,JUEVES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carne, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UE3D5C
FIAB00173,F03,FIAB,Fiab 30,nan,VERTIZ VIRREY AV. y JURAMENTO,Belgrano,13,-34.55844153,-58.4505863,fuente_oficial,MIERCOLES,de 10:00 a 19:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UA7835
FIAB00174,F03,FIAB,Fiab 31,nan,"BULLRICH, INT. AV. y SANTA FE AV.",Palermo,14,-34.57627469,-58.4259238,fuente_oficial,JUEVES,de 15:00 a 21hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U01A5B
FIAB00175,F03,FIAB,Fiab 31,nan,"D'ARIENZO JUAN y ARTIGAS, JOSE GERVASIO, GRAL.",Villa Pueyrredon,12,-34.58020848,-58.50154218,fuente_oficial,LUNES,de 15:00 a 21:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U10466
FIAB00176,F03,FIAB,Fiab 30,nan,"ISABEL LA CATOLICA y PINZON, CABA",Barracas,4,-34.63728765,-58.37368313,fuente_oficial,SABADO,de 10:00 a 19:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UE55DD
FIAB00177,F03,FIAB,Fiab 30,nan,"FRENCH y DIAZ, CNEL. AV.",Palermo,14,-34.5855243,-58.4078882,fuente_oficial,DOMINGO,de 16:30 a 20:30hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U48B1F
FIAB00178,F03,FIAB,Fiab 31,nan,"BULLRICH, INT. AV. y CERVIÑO AV.",Palermo,14,-34.57576427,-58.42527242,fuente_oficial,MARTES,de 15:00 a 21:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U583B5
FIAB00179,F03,FIAB,Fiab 31,nan,"GUTIERREZ, RICARDO y HELGUERA",Villa del Parque,11,-34.6009758,-58.4940944,fuente_oficial,VIERNES,de 8:00 a 14:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U6AFAE
FIAB00180,F03,FIAB,Fiab 6,nan,NAZARRE 2501,Villa del Parque,11,-34.59774139,-58.48722563,fuente_oficial,MARTES,De 08:00 a 14:00 hs,"Frutihorticolas, pescadería, plantas, especies y legumbres, granja y carne, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UFA081
FIAB00181,F03,FIAB,Fiab 19,nan,PAEZ y NAZCA AV.,Flores,7,-34.62188572,-58.47285642,fuente_oficial,MARTES,De 08:00 a 14:00hs,"Frutihorticolas, especies y legumbres, granja y carnes, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U20486
FIAB00182,F03,FIAB,Fiab 28,nan,"ALVEAR, MARCELO T. DE y LIBERTAD",Retiro,1,-34.5969238,-58.3834801,fuente_oficial,MIERCOLES,De 8:00 a 14:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U01C34
FIAB00183,F03,FIAB,Fiab 4,nan,11 DE SEPTIEMBRE DE 1888 y OLAZABAL,Belgrano,13,-34.55729429,-58.45228973,fuente_oficial,VIERNES,De 08:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, plantas, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U16FA7
FIAB00184,F03,FIAB,Fiab 7,nan,BAHIA BLANCA 301,Floresta,10,-34.62971969,-58.48216624,fuente_oficial,DOMINGO,de 08:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carne, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UFDDF6
