polo_uid,polo_nombre,referente_id,nombre,categoria_referente,subcategoria,direccion,lat,lon,barrio,comuna,estado_vigencia,fecha_verificacion,reconocimiento,fuente,nivel_confianza,motivo_inclusion,es_icono_principal,es_ancla,observaciones,asignacion_metodo,fuera_geometria,cerca_borde_50m,distancia_borde_m
POLO-Z39,Parque Avellaneda,HITO-H199,Yiyo el Zeneize,bodegón,Patrimonio historico y cultural inmaterial (Ley CABA 6.533) — la declaratoria recae sobre la carta gastronómica,Av. Eva Peron 4402,-34.653726,-58.474119,Parque Avellaneda,Comuna 9,SIN_VERIFICAR,,Patrimonio historico y cultural inmaterial (Ley CABA 6.533) — la declaratoria recae sobre la carta gastronómica,GCBA / Gobierno Nacional / Boletin Oficial,alta,referente documentado; asignación documento,NO,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,515.01
POLO-Z40,Nueva Pompeya y Parque Patricios,HITO-H046,El Buzón,Bar Notable,,Esquiu 1393,-34.65116,-58.423403,Nueva Pompeya,Comuna 4,OPERATIVO,2025-08-10,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación documento,NO,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,255.65
POLO-Z40,Nueva Pompeya y Parque Patricios,HITO-PAT-001,Pena Los Amigos / Bar El Chino,patrimonio,Sitio de Interes Cultural,Beazley 3566,-34.65314,-58.409913,Nueva Pompeya,Comuna 4,SIN_VERIFICAR,2026-08-07,Sitio de Interes Cultural,https://buenosaires.gob.ar/areas/cultura/cpphc/sitios/detalle.php?id=41,alta,referente documentado; asignación documento,NO,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,423.861
POLO-Z41,Nunez,HITO-MIC-039,Evelia,MICHELIN,Recomendado/seleccionado,Campos Salles 1712,-34.548355,-58.458392,Nuñez,Comuna 13,SIN_VERIFICAR,,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/evelia,alta,referente documentado; asignación geometria+documento,NO,SI,,GEOMETRIA+DOCUMENTO,NO,NO,398.281
POLO-Z41,Nunez,HITO-MIC-024,Garabato Bistro,Bib Gourmand,selección MICHELIN,O'Higgins 3424,-34.548501,-58.463572,Nuñez,Comuna 13,SIN_VERIFICAR,,Bib Gourmand,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/garabato-bistro,alta,referente documentado; asignación geometria+documento,NO,SI,,GEOMETRIA+DOCUMENTO,NO,NO,426.696
POLO-Z41,Nunez,HITO-H041,La Escuela,Bar Notable,,Manuela Pedraza 2803,-34.553649,-58.469955,Nuñez,Comuna 13,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,NO,SI,,GEOMETRIA+DOCUMENTO,NO,NO,274.685
POLO-Z41,Nunez,HITO-H157,Ness,Latin America’s 50 Best,Latin America's 50 Best 2025 (51-100),Grecia 3691,-34.545719,-58.463724,Nuñez,Comuna 13,SIN_VERIFICAR,,Latin America's 50 Best 2025 (51-100),The World's 50 Best (sitio oficial),alta,referente documentado; asignación geometria+documento,NO,SI,,GEOMETRIA+DOCUMENTO,NO,NO,539.145
POLO-Z41,Nunez,HITO-MIC-040,Ness,MICHELIN,Recomendado/seleccionado,Grecia 3691,-34.545719,-58.463724,Nuñez,Comuna 13,SIN_VERIFICAR,,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/ness,alta,referente documentado; asignación geometria+documento,NO,SI,,GEOMETRIA+DOCUMENTO,NO,NO,539.145
POLO-Z41,Nunez,HITO-MIC-033,Piedra Pasillo Al Fondo,MICHELIN,Recomendado/seleccionado,Campos Salles 2145,-34.550759,-58.463338,Nuñez,Comuna 13,SIN_VERIFICAR,,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/piedra-pasillo-al-fondo,alta,referente documentado; asignación geometria+documento,NO,SI,,GEOMETRIA+DOCUMENTO,NO,NO,482.079
POLO-Z44,Villa Ortuzar,HITO-DIR-009,La Mezzetta,pizzería histórica,APYCE + GCBA (2025),Av. Alvarez Thomas 1321,-34.578231,-58.460815,Villa Ortuzar,Comuna 15,SIN_VERIFICAR,,APYCE + GCBA (2025),https://www.cronista.com/clase/gourmet/la-historica-pizzeria-portena-que-abrio-hace-mas-de-80-anos-solo-tiene-4-variedades-y-su-estrella-es-la-fugazzeta-rellena/,media,referente documentado; asignación geometria+documento,NO,SI,,GEOMETRIA+DOCUMENTO,NO,SI,27.242
POLO-Z46,Retiro,HITO-H002,Barbaro,Bar Notable,,Tres Sargentos 415,-34.597887,-58.373198,Retiro,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,NO,SI,,GEOMETRIA+DOCUMENTO,NO,NO,73.507
POLO-Z46,Retiro,HITO-MIC-048,Chuchú,Bib Gourmand,selección MICHELIN,Avenida del Libertador 405,-34.589982,-58.379361,Retiro,Comuna 1,SIN_VERIFICAR,,Bib Gourmand,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/chuchu,alta,referente documentado; asignación geometria+documento,NO,SI,,GEOMETRIA+DOCUMENTO,NO,NO,242.082
POLO-Z46,Retiro,HITO-H043,Confiteria Saint Moritz,Bar Notable,,Esmeralda 894,-34.597786,-58.3784,Retiro,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación documento,NO,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,101.31
POLO-Z46,Retiro,HITO-DIR-004,El Cuartito,pizzería histórica,APYCE + GCBA (2025),Talcahuano 937,-34.597845,-58.385527,Retiro,Comuna 1,SIN_VERIFICAR,,APYCE + GCBA (2025),https://elcuartito.com.ar/,alta,referente documentado; asignación geometria+documento,NO,SI,,GEOMETRIA+DOCUMENTO,NO,NO,135.485
POLO-Z46,Retiro,HITO-MIC-044,Elena,MICHELIN,Recomendado/seleccionado,Posadas 1086/88,-34.590154,-58.382258,Retiro,Comuna 1,SIN_VERIFICAR,,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/elena,alta,referente documentado; asignación geometria+documento,NO,SI,,GEOMETRIA+DOCUMENTO,NO,NO,286.757
POLO-Z46,Retiro,HITO-H058,FLORIDA GARDEN,Bar Notable,,Florida 899,-34.597613,-58.375352,Retiro,Comuna 1,OPERATIVO,2026-08-07,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación documento,NO,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,78.204
POLO-Z46,Retiro,HITO-H164,Floreria Atlantico,Latin America’s 50 Best,The World's 50 Best Bars 2025 (51-100),Arroyo 872,-34.591421,-58.37973,Retiro,Comuna 1,OPERATIVO,2024-12-20,The World's 50 Best Bars 2025 (51-100),The World's 50 Best (sitio oficial),alta,referente documentado; asignación geometria+documento,NO,SI,,GEOMETRIA+DOCUMENTO,NO,NO,106.402
POLO-Z46,Retiro,HITO-H089,Josephina's Cafe,Bar Notable,,Guido 1532,-34.592512,-58.38697,Retiro,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,NO,SI,,GEOMETRIA+DOCUMENTO,NO,NO,62.177
POLO-Z46,Retiro,HITO-H082,PLAZA BAR,Bar Notable,,Florida 1005,-34.595775,-58.375112,Retiro,Comuna 1,CERRADO,reapertura anunciada 2028,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación documento,NO,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,177.476
POLO-Z46,Retiro,HITO-MIC-050,Presencia,MICHELIN,Recomendado/seleccionado,Montevideo 1789,-34.590008,-58.386103,Retiro,Comuna 1,SIN_VERIFICAR,,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/presencia,alta,referente documentado; asignación geometria+documento,NO,SI,,GEOMETRIA+DOCUMENTO,NO,SI,3.75
POLO-Z46,Retiro,HITO-ICO-015,Tancat,Restaurante Icónico,,PARAGUAY 645,-34.597508,-58.376145,Retiro,Comuna 1,OPERATIVO,2026-08-07,Restaurante Icónico,https://turismo.buenosaires.gob.ar/es/gastronomico/tancat,alta,referente documentado; asignación documento,NO,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,125.56
POLO-Z47,Monserrat y Congreso,HITO-H074,36 BILLARES,Bar Notable,,Av. de Mayo 1265,-34.60917,-58.384301,Monserrat,Comuna 1,OPERATIVO,2026-07-04,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,NO,SI,,GEOMETRIA+DOCUMENTO,NO,NO,50.285
POLO-Z47,Monserrat y Congreso,HITO-H015,BAR SEDDON,Bar Notable,,Defensa 695,-34.615917,-58.371763,Monserrat,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación documento,NO,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,774.198
POLO-Z47,Monserrat y Congreso,HITO-H094,Bar Iberia,Bar Notable,,Av. de Mayo 1196,-34.609258,-58.383303,Monserrat,Comuna 1,OPERATIVO,2024-06,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,NO,SI,,GEOMETRIA+DOCUMENTO,NO,NO,55.033
POLO-Z47,Monserrat y Congreso,HITO-H020,Cabildo de Buenos Aires,Bar Notable,,Peru 86,-34.609028,-58.374846,Monserrat,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,NO,SI,,GEOMETRIA+DOCUMENTO,NO,SI,17.64
POLO-Z47,Monserrat y Congreso,HITO-H035,Café Tortoni,Bar Notable,,Av. de Mayo 825,-34.608824,-58.37813,Monserrat,Comuna 1,OPERATIVO,2026-05-26,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,NO,SI,,GEOMETRIA+DOCUMENTO,NO,NO,65.75
POLO-Z47,Monserrat y Congreso,HITO-DIR-027,Centro Asturiano de Buenos Aires,institución/comunidad gastronómica,casa regional con comedor en funciones,Solis 475,-34.614553,-58.39043,Monserrat,Comuna 1,SIN_VERIFICAR,,casa regional con comedor en funciones,hitos_nuevos_monserrat.csv,media,referente documentado; asignación documento,NO,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,732.025
POLO-Z47,Monserrat y Congreso,HITO-DIR-028,Centro Laurak Bat (Restaurante Haritz),institución/comunidad gastronómica,casa regional con comedor en funciones,Av. Belgrano 1144,-34.613261,-58.382472,Monserrat,Comuna 1,SIN_VERIFICAR,,casa regional con comedor en funciones,hitos_nuevos_monserrat.csv,media,referente documentado; asignación documento,NO,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,393.255
POLO-Z47,Monserrat y Congreso,HITO-H008,EL COLONIAL,Bar Notable,,Av. Belgrano 599,-34.612552,-58.374516,Monserrat,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación documento,NO,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,374.546
POLO-Z47,Monserrat y Congreso,HITO-ICO-002,El Imparcial,Restaurante Icónico,,"YRIGOYEN, HIPOLITO 1201",-34.609741,-58.383634,Monserrat,Comuna 1,SIN_VERIFICAR,2026-07-07,Restaurante Icónico,https://turismo.buenosaires.gob.ar/es/gastronomico/el-imparcial,alta,referente documentado; asignación geometria+documento,NO,SI,,GEOMETRIA+DOCUMENTO,NO,SI,3.744
POLO-Z47,Monserrat y Congreso,HITO-H053,El Querandi,Bar Notable,,Peru 302,-34.611647,-58.374749,Monserrat,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación documento,NO,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,272.639
POLO-Z47,Monserrat y Congreso,HITO-ICO-005,El Tropezón,Restaurante Icónico,,CALLAO AV. 248,-34.606226,-58.392259,Balvanera,Comuna 3,SIN_VERIFICAR,,Restaurante Icónico,https://turismo.buenosaires.gob.ar/es/gastronomico/el-tropezon,alta,referente documentado; asignación documento,NO,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,730.9
POLO-Z47,Monserrat y Congreso,HITO-DIR-026,Gran Café Gardel,cafetería histórica,trayectoria documentada sin registro oficial,ochava Av. Entre Ríos e Independencia,-34.618158,-58.3917,Balvanera,Comuna 3,OPERATIVO,2025-01-05,trayectoria documentada sin registro oficial,hitos_nuevos_monserrat.csv,media,referente documentado; asignación documento,NO,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,1116.258
POLO-Z47,Monserrat y Congreso,HITO-H070,LA PUERTO RICO,Bar Notable,,Alsina 420,-34.610196,-58.372381,Monserrat,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación documento,NO,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,160.271
POLO-Z47,Monserrat y Congreso,HITO-H060,La Academia,Bar Notable,,Montevideo 341,-34.60492,-58.389323,San Nicolas,Comuna 1,OPERATIVO,2025-06-19,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación documento,NO,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,584.547
POLO-Z47,Monserrat y Congreso,HITO-H073,London City,Bar Notable,,Av. de Mayo 599,-34.608508,-58.37474,Monserrat,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,NO,SI,,GEOMETRIA+DOCUMENTO,NO,NO,54.375
POLO-Z50,Barracas · Av. Montes de Oca,HITO-H052,El Progreso,Bar Notable,,Av. Montes de Oca 1700,-34.646536,-58.372916,Barracas,Comuna 4,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria,NO,NO,,GEOMETRIA,NO,SI,8.46
POLO-Z50,Barracas · Av. Montes de Oca,HITO-DIR-014,Los Campeones,pizzería histórica,APYCE + GCBA (2026),Av. Montes de Oca 856,-34.638058,-58.374593,Barracas,Comuna 4,SIN_VERIFICAR,2026-05-29,APYCE + GCBA (2026),https://turismo.buenosaires.gob.ar/es/gastronomico/los-campeones,alta,referente documentado; asignación geometria,NO,NO,,GEOMETRIA,NO,NO,100.2
POLO-Z51,"Barracas · Iriarte, California y Vieytes",HITO-H076,Los Laureles,Bar Notable,,Av. Iriarte 2290,-34.64945,-58.37943,Barracas,Comuna 4,REABIERTO,2026-08-07,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria,NO,NO,,GEOMETRIA,NO,SI,15.624
POLO-Z52,La Boca · Almirante Brown y Necochea,HITO-DIR-010,Banchero,pizzería histórica,APYCE + GCBA (2025),Suarez 396,-34.635258,-58.358632,Boca,Comuna 4,SIN_VERIFICAR,,APYCE + GCBA (2025),https://turismo.buenosaires.gob.ar/es/gastronomico/banchero,alta,referente documentado; asignación geometria,NO,NO,,GEOMETRIA,NO,SI,24.57
POLO-Z52,La Boca · Almirante Brown y Necochea,HITO-H031,Café Roma,Bar Notable,,Olavarria 409,-34.636242,-58.358759,Boca,Comuna 4,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria,NO,NO,,GEOMETRIA,NO,NO,97.297
POLO-Z52,La Boca · Almirante Brown y Necochea,HITO-H062,La Buena Medida,Bar Notable,,Suarez 101,-34.633746,-58.355061,Boca,Comuna 4,CERRADO,2025-10,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria,NO,NO,,GEOMETRIA,NO,SI,14.145
POLO-Z53,La Boca · Caminito y Vuelta de Rocha,HITO-H069,LA PERLA,Bar Notable,,Av. Don Pedro de Mendoza 1899,-34.639338,-58.361731,Boca,Comuna 4,OPERATIVO,2026-05-20,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria,NO,NO,,GEOMETRIA,NO,SI,27.758
SYS-CHACAGIALES,Chacagiales,HITO-MIC-013,ANAFE,Bib Gourmand,selección MICHELIN,Virrey Avilés 3216,-34.573892,-58.458955,Colegiales,Comuna 13,SIN_VERIFICAR,,Bib Gourmand,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/anafe,alta,referente documentado; asignación geometria,NO,NO,,GEOMETRIA,NO,NO,226.596
SYS-CHACAGIALES,Chacagiales,HITO-MIC-012,Ajo Negro - Mar de Tapas,Bib Gourmand,selección MICHELIN,Avenida Córdoba 6237,-34.583019,-58.448034,Chacarita,Comuna 15,SIN_VERIFICAR,,Bib Gourmand,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/ajo-negro-mar-de-tapas,alta,referente documentado; asignación geometria,NO,NO,,GEOMETRIA,NO,SI,20.043
SYS-CHACAGIALES,Chacagiales,HITO-ICO-001,Albamonte Ristorante,Restaurante Icónico,,CORRIENTES AV. 6735,-34.587694,-58.453078,Chacarita,Comuna 15,SIN_VERIFICAR,2026-08-08,Restaurante Icónico,https://turismo.buenosaires.gob.ar/es/gastronomico/albamonte-ristorante,alta,referente documentado; asignación geometria,NO,NO,,GEOMETRIA,NO,NO,221.702
SYS-CHACAGIALES,Chacagiales,HITO-MIC-018,Anchoíta,MICHELIN,Recomendado/seleccionado,Juan Ramírez de Velasco 1520,-34.589461,-58.445298,Chacarita,Comuna 15,SIN_VERIFICAR,2026-08-08,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/anchoita,alta,referente documentado; asignación geometria,NO,NO,,GEOMETRIA,NO,NO,122.021
SYS-CHACAGIALES,Chacagiales,HITO-H010,Bar Conde,Bar Notable,,Federico Lacroze 3193,-34.577801,-58.449427,Colegiales,Comuna 13,OPERATIVO,2026-07-29,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,NO,SI,,GEOMETRIA+DOCUMENTO,NO,NO,333.223
SYS-CHACAGIALES,Chacagiales,HITO-H029,CAFE PALACIO,Bar Notable,,Av. Federico Lacroze 3901,-34.584401,-58.453574,Chacarita,Comuna 15,OPERATIVO,,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria,NO,NO,,GEOMETRIA,NO,NO,181.464
SYS-CHACAGIALES,Chacagiales,HITO-MIC-042,Osaka Concepción,MICHELIN,Recomendado/seleccionado,Concepción Arenal 2913,-34.578551,-58.441801,Colegiales,Comuna 13,SIN_VERIFICAR,,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/osaka-concepcion,alta,referente documentado; asignación geometria,NO,NO,,GEOMETRIA,NO,NO,117.797
SYS-CHACAGIALES,Chacagiales,HITO-MIC-017,Picarón,MICHELIN,Recomendado/seleccionado,Avenida Dorrego 866,-34.591115,-58.447086,Chacarita,Comuna 15,SIN_VERIFICAR,,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/picaron,alta,referente documentado; asignación geometria,NO,NO,,GEOMETRIA,NO,NO,159.11
SYS-CHACAGIALES,Chacagiales,HITO-MIC-011,Ácido,Bib Gourmand,selección MICHELIN,Charlone 999,-34.580768,-58.4578,Chacarita,Comuna 15,SIN_VERIFICAR,,Bib Gourmand,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/acido,alta,referente documentado; asignación geometria,NO,NO,,GEOMETRIA,NO,NO,145.579
