polo,establecimiento,direccion,tipo,reconocimiento,dentro_del_borde,distancia_m,sostiene_condicion_historia,zona_id,origen_del_dato,ubicacion_metodo,estado_vigencia,borde_tentativo,borde_es_propio
"Z51 · Barracas · Iriarte, California y Vieytes",La Flor de Barracas,Suarez 2095,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),no,691.7,si,S_BARRACAS,la capa de reconocimiento,punto de la capa de reconocimiento,ABIERTO,no,si
"Z51 · Barracas · Iriarte, California y Vieytes",El Puentecito,LUJAN 2101,Restaurante Icónico,Restaurante Icónico,no,622.8,si,S_BARRACAS,la capa de reconocimiento,punto de la capa de reconocimiento,probablemente_abierto,no,si
"Z51 · Barracas · Iriarte, California y Vieytes",El Progreso,Av. Montes de Oca 1700,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),no,450.2,si,S_BARRACAS,la capa de reconocimiento,punto de la capa de reconocimiento,ABIERTO,no,si
"Z51 · Barracas · Iriarte, California y Vieytes",Los Laureles,Av. Iriarte 2290,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),si,0.0,si,S_BARRACAS,la página y la capa de reconocimiento,punto de la capa de reconocimiento,ABIERTO,no,si
Z52 · La Boca · Almirante Brown y Necochea,Patio Gastronomico Rodrigo Bueno,Av. Espana 2230,Mercado/patio,Mercado o patio documentado,no,1264.8,no,S_LABOCA,la capa de reconocimiento,punto de la capa de reconocimiento,sin_verificar,no,si
Z52 · La Boca · Almirante Brown y Necochea,El Estano 1880,Aristobulo del Valle 1100,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),no,926.5,si,S_LABOCA,la página y la capa de reconocimiento,punto de la capa de reconocimiento,ABIERTO,no,si
Z52 · La Boca · Almirante Brown y Necochea,Bar Boca a Boca,Av. Benito Perez Galdos 201,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),no,529.2,si,S_LABOCA,la página y la capa de reconocimiento,punto de la capa de reconocimiento,ABIERTO,no,si
Z52 · La Boca · Almirante Brown y Necochea,LA PERLA,Av. Don Pedro de Mendoza 1899,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),no,508.5,si,S_LABOCA,la capa de reconocimiento,punto de la capa de reconocimiento,ABIERTO,no,si
Z52 · La Boca · Almirante Brown y Necochea,Il Matterello,"RODRIGUEZ, MARTIN 517",Restaurante Icónico,Restaurante Icónico,no,449.2,si,S_LABOCA,la capa de reconocimiento,punto de la capa de reconocimiento,sin_verificar,no,si
Z52 · La Boca · Almirante Brown y Necochea,El Portuario,Pinzon 102,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),no,225.2,si,S_LABOCA,la página y la capa de reconocimiento,punto de la capa de reconocimiento,ABIERTO,no,si
Z52 · La Boca · Almirante Brown y Necochea,Café Roma,Olavarria 409,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),no,110.9,si,S_LABOCA,la página y la capa de reconocimiento,punto de la capa de reconocimiento,ABIERTO,no,si
Z52 · La Boca · Almirante Brown y Necochea,La Buena Medida,Suarez 101,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),no,106.5,si,S_LABOCA,la capa de reconocimiento,punto de la capa de reconocimiento,CERRADO,no,si
Z52 · La Boca · Almirante Brown y Necochea,Banchero,Suarez 396,Pizzería emblemática,APYCE + GCBA (2025),no,54.1,si,S_LABOCA,la página y la capa de reconocimiento,punto de la capa de reconocimiento,sin_verificar,no,si
Z53 · La Boca · Caminito y Vuelta de Rocha,Patio Gastronomico Rodrigo Bueno,Av. Espana 2230,Mercado/patio,Mercado o patio documentado,no,1802.0,no,S_LABOCA,la capa de reconocimiento,punto de la capa de reconocimiento,sin_verificar,no,si
Z53 · La Boca · Caminito y Vuelta de Rocha,El Obrero,Caffarena 64,,,no,1025.7,no,S_LABOCA,la página,"altura de puerta contra el callejero (centro de cuadra, ±½ cuadra)",,no,si
Z53 · La Boca · Caminito y Vuelta de Rocha,Bar Boca a Boca,Av. Benito Perez Galdos 201,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),no,884.9,si,S_LABOCA,la capa de reconocimiento,punto de la capa de reconocimiento,ABIERTO,no,si
Z53 · La Boca · Caminito y Vuelta de Rocha,El Portuario,Pinzon 102,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),no,792.4,si,S_LABOCA,la capa de reconocimiento,punto de la capa de reconocimiento,ABIERTO,no,si
Z53 · La Boca · Caminito y Vuelta de Rocha,La Buena Medida,Suarez 101,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),no,716.7,si,S_LABOCA,la capa de reconocimiento,punto de la capa de reconocimiento,CERRADO,no,si
Z53 · La Boca · Caminito y Vuelta de Rocha,El Estano 1880,Aristobulo del Valle 1100,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),no,599.8,si,S_LABOCA,la capa de reconocimiento,punto de la capa de reconocimiento,ABIERTO,no,si
Z53 · La Boca · Caminito y Vuelta de Rocha,Il Matterello,"RODRIGUEZ, MARTIN 517",Restaurante Icónico,Restaurante Icónico,no,597.3,si,S_LABOCA,la capa de reconocimiento,punto de la capa de reconocimiento,sin_verificar,no,si
Z53 · La Boca · Caminito y Vuelta de Rocha,Banchero,Suarez 396,Pizzería emblemática,APYCE + GCBA (2025),no,375.1,si,S_LABOCA,la capa de reconocimiento,punto de la capa de reconocimiento,sin_verificar,no,si
Z53 · La Boca · Caminito y Vuelta de Rocha,Genoves,Brandsen 923,,,no,342.6,no,S_LABOCA,la página,"altura de puerta contra el callejero (centro de cuadra, ±½ cuadra)",,no,si
Z53 · La Boca · Caminito y Vuelta de Rocha,Café Roma,Olavarria 409,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),no,280.8,si,S_LABOCA,la capa de reconocimiento,punto de la capa de reconocimiento,ABIERTO,no,si
Z53 · La Boca · Caminito y Vuelta de Rocha,LA PERLA,Av. Don Pedro de Mendoza 1899,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),si,0.0,si,S_LABOCA,la página y la capa de reconocimiento,punto de la capa de reconocimiento,ABIERTO,no,si
Z54 · Nueva Pompeya · eje Av. Saenz,Pena Los Amigos / Bar El Chino,Beazley 3566,Patrimonio normativo,Sitio de Interes Cultural,no,423.9,no,Z40,la página y la capa de reconocimiento,punto de la capa de reconocimiento,dudosa,no,si
Z54 · Nueva Pompeya · eje Av. Saenz,El Buzón,Esquiu 1393,Bar Notable,Bar Notable (Boletín Oficial · declaratoria),no,255.7,si,Z40,la página y la capa de reconocimiento,punto de la capa de reconocimiento,ABIERTO,no,si
Z54 · Nueva Pompeya · eje Av. Saenz,Mercado de Pompeya,Av. Saenz 790,,,si,0.0,no,Z40,la página,"altura de puerta contra el callejero (centro de cuadra, ±½ cuadra)",,no,si
